business_id,transaction_id,trans_time_stamp,trans_amount,avail_credit,account_age,is_Client Expenses,is_Office Supplies,is_Payroll,is_Rent,is_Utilities,is_Vendor Payments,"is_Agriculture, Forestry, And Fishing",is_Construction,"is_Finance, Insurance, And Real Estate",is_Retail Trade,is_Wholesale Trade,metro_encoded,income_encoded,is_fraud
582,9298,2023-02-21 20:28:03.615869,260.16,37292.13,520,0,0,0,0,1,0,1,0,0,0,0,1688,1,1
802,674,2023-08-31 20:28:03.600863,89.73,26979.73,702,1,0,0,0,0,0,0,0,1,0,0,1906,2,1
163,411,2023-05-04 20:28:03.600354,1669.19,41383.26,513,0,0,0,1,0,0,0,0,1,0,0,1688,2,1
604,5259,2023-02-12 20:28:03.609265,1902.53,15500.45,156,0,0,1,0,0,0,0,0,0,0,1,1873,4,0
317,5671,2024-04-01 20:28:03.610116,1105.73,14953.15,132,0,0,0,1,0,0,0,0,0,0,1,1906,0,0
774,2645,2024-03-19 20:28:03.604397,804.55,38055.42,485,0,0,0,0,1,0,0,0,0,0,1,1688,3,0
273,5461,2024-07-20 20:28:03.609611,1870.29,31762.3,139,0,0,0,0,1,0,0,0,1,0,0,1906,4,0
398,823,2023-06-15 20:28:03.601164,658.21,47656.64,12,0,1,0,0,0,0,0,1,0,0,0,1964,1,0
687,5364,2023-06-20 20:28:03.609445,336.04,40315.25,55,0,0,0,0,0,1,0,1,0,0,0,1964,4,0
889,8884,2024-05-05 20:28:03.615234,1808.61,12866.5,173,0,1,0,0,0,0,0,0,1,0,0,1940,1,0
821,4337,2023-12-03 20:28:03.607651,1146.49,36334.23,709,0,1,0,0,0,0,0,0,0,1,0,1964,2,1
708,9069,2023-04-08 20:28:03.615516,614.08,26793.38,358,1,0,0,0,0,0,0,0,0,1,0,1873,4,0
425,6387,2024-09-23 20:28:03.611343,556.89,10567.88,529,0,0,1,0,0,0,0,0,1,0,0,1964,2,1
932,2644,2023-12-28 20:28:03.604396,546.52,38972.17,241,0,0,0,0,0,1,0,0,0,0,1,1906,1,0
744,1886,2023-10-19 20:28:03.603005,1192.26,36848.28,62,0,0,0,0,0,1,0,0,0,0,1,1906,4,0
84,9775,2024-08-01 20:28:03.616612,93.58,3584.54,222,0,0,0,1,0,0,0,0,0,1,0,1873,1,0
881,7945,2023-12-01 20:28:03.613780,1706.32,31080.33,46,0,0,0,0,0,1,0,1,0,0,0,1873,0,0
104,8064,2024-07-03 20:28:03.613970,1411.21,43234.3,581,0,0,0,1,0,0,0,0,0,1,0,1940,0,0
189,5634,2024-02-29 20:28:03.609904,1215.05,29415.66,510,0,1,0,0,0,0,0,0,1,0,0,1688,4,1
901,3411,2024-03-14 20:28:03.605800,837.13,12996.33,357,0,1,0,0,0,0,0,1,0,0,0,1873,3,0
522,9823,2023-12-18 20:28:03.616686,1246.37,7623.11,476,0,0,1,0,0,0,0,1,0,0,0,1688,0,1
579,7287,2022-10-07 20:28:03.612764,1960.76,24168.09,711,1,0,0,0,0,0,0,0,1,0,0,1940,0,0
113,6722,2023-11-06 20:28:03.611883,1873.97,48972.31,81,0,0,0,0,1,0,0,0,0,1,0,1873,0,0
784,7818,2023-01-07 20:28:03.613586,1866.6,39933.84,222,0,0,0,0,0,1,0,0,0,0,1,1940,2,0
403,5972,2024-02-05 20:28:03.610691,498.56,17057.27,498,0,0,0,0,1,0,0,0,0,0,1,1940,2,0
375,436,2023-03-24 20:28:03.600402,718.55,1786.77,265,0,0,0,0,1,0,1,0,0,0,0,1940,4,0
873,2599,2024-05-15 20:28:03.604319,861.34,20620.91,707,0,0,0,0,1,0,0,1,0,0,0,1688,3,1
540,6594,2023-08-23 20:28:03.611682,737.39,42201.62,244,1,0,0,0,0,0,0,0,0,0,1,1940,1,0
603,5544,2022-12-03 20:28:03.609751,1790.78,32286.11,645,0,1,0,0,0,0,0,0,1,0,0,1906,0,0
316,3243,2023-10-28 20:28:03.605516,718.94,46593.56,625,0,0,0,0,1,0,0,0,0,1,0,1688,3,0
559,9614,2022-12-09 20:28:03.616366,1159.19,22744.48,169,0,1,0,0,0,0,1,0,0,0,0,1906,4,0
916,7855,2023-12-24 20:28:03.613643,325.96,23410.15,361,0,0,0,0,0,1,1,0,0,0,0,1873,1,0
555,7765,2023-09-07 20:28:03.613506,590.14,39403.02,645,0,0,0,0,0,1,0,0,1,0,0,1906,3,0
629,3971,2023-04-19 20:28:03.606769,659.44,48376.82,680,0,0,1,0,0,0,0,0,0,0,1,1688,1,0
938,6288,2024-07-24 20:28:03.611194,1851.3,41071.98,477,0,0,1,0,0,0,0,1,0,0,0,1906,1,0
902,2532,2022-12-14 20:28:03.604204,1582.38,48790.22,103,1,0,0,0,0,0,1,0,0,0,0,1906,2,0
153,2117,2024-04-01 20:28:03.603487,916.28,27904.83,641,0,0,0,0,1,0,0,1,0,0,0,1940,4,0
559,4089,2022-11-03 20:28:03.606985,82.42,2127.64,311,0,0,0,1,0,0,0,0,0,1,0,1964,4,0
324,1516,2023-02-11 20:28:03.602354,1665.73,34860.3,689,1,0,0,0,0,0,0,1,0,0,0,1964,0,0
319,2110,2023-04-20 20:28:03.603473,868.58,25971.16,17,0,1,0,0,0,0,0,1,0,0,0,1940,4,0
190,4470,2023-04-03 20:28:03.607879,1350.01,26068.29,111,0,0,0,1,0,0,0,0,0,1,0,1906,2,0
420,1582,2024-04-27 20:28:03.602475,1440.49,1995.12,581,0,1,0,0,0,0,0,0,0,0,1,1940,2,1
590,1678,2023-12-11 20:28:03.602637,245.78,32628.54,205,0,0,0,0,1,0,0,0,1,0,0,1906,2,1
279,2880,2022-12-14 20:28:03.604792,13.98,43460.88,330,0,0,0,1,0,0,0,0,0,0,1,1964,4,0
482,4385,2023-06-14 20:28:03.607731,1220.37,22414.56,382,0,0,1,0,0,0,0,1,0,0,0,1906,0,0
804,5747,2023-02-07 20:28:03.610248,293.12,46122.08,283,0,1,0,0,0,0,1,0,0,0,0,1940,1,0
168,711,2024-09-05 20:28:03.600938,1030.75,39384.42,665,0,0,0,1,0,0,0,1,0,0,0,1964,1,0
891,8691,2023-04-13 20:28:03.614929,234.58,32459.47,213,0,1,0,0,0,0,0,0,0,0,1,1964,1,0
955,4339,2024-06-26 20:28:03.607654,337.96,3696.28,706,0,0,0,0,1,0,0,0,0,0,1,1964,3,0
96,200,2023-06-04 20:28:03.599861,1572.59,20058.0,370,0,0,0,1,0,0,0,1,0,0,0,1906,4,0
92,3316,2023-04-02 20:28:03.605641,798.1,18584.8,699,0,0,0,0,0,1,1,0,0,0,0,1873,3,0
187,7001,2023-08-22 20:28:03.612327,1262.75,46553.61,300,0,0,0,0,1,0,0,0,0,0,1,1964,1,0
631,1246,2024-04-06 20:28:03.601876,1664.98,32460.98,707,0,0,0,0,0,1,1,0,0,0,0,1964,3,0
366,8907,2023-11-27 20:28:03.615269,447.53,21712.17,407,0,1,0,0,0,0,1,0,0,0,0,1906,3,0
192,2317,2024-09-01 20:28:03.603825,1317.01,19533.31,548,0,0,1,0,0,0,1,0,0,0,0,1906,4,1
245,2063,2023-03-23 20:28:03.603339,1632.92,49922.31,376,0,1,0,0,0,0,0,0,1,0,0,1940,0,1
654,1360,2023-09-21 20:28:03.602089,610.22,4637.27,384,0,0,0,0,0,1,0,0,0,1,0,1688,0,1
882,5378,2023-09-01 20:28:03.609468,1345.8,31693.97,728,0,0,0,0,1,0,0,1,0,0,0,1940,2,0
28,1219,2024-02-13 20:28:03.601831,115.05,18833.16,405,0,0,0,0,1,0,1,0,0,0,0,1688,3,1
153,403,2023-12-19 20:28:03.600339,1809.84,30308.42,324,0,0,0,0,0,1,1,0,0,0,0,1906,0,0
446,5029,2022-12-03 20:28:03.608852,507.97,8115.97,260,0,0,0,0,0,1,0,0,0,0,1,1964,2,1
483,3296,2024-01-29 20:28:03.605607,1662.38,39043.2,263,1,0,0,0,0,0,0,0,1,0,0,1940,4,0
670,4139,2024-09-02 20:28:03.607071,1544.55,42173.85,334,0,0,0,0,1,0,0,0,1,0,0,1688,3,1
528,8833,2023-07-22 20:28:03.615155,439.4,8103.43,46,0,0,0,1,0,0,0,0,0,1,0,1940,0,0
352,9572,2023-08-17 20:28:03.616302,850.13,4179.94,366,0,0,0,1,0,0,0,0,1,0,0,1964,2,1
911,4936,2023-07-29 20:28:03.608693,1769.14,36677.46,129,0,1,0,0,0,0,0,0,0,0,1,1873,4,0
997,2736,2023-03-22 20:28:03.604550,1010.05,39182.01,327,0,0,0,1,0,0,1,0,0,0,0,1688,0,1
81,1958,2023-07-13 20:28:03.603127,1386.22,24102.75,715,0,0,1,0,0,0,0,0,0,0,1,1964,1,0
805,2019,2023-02-22 20:28:03.603264,82.96,6889.82,440,1,0,0,0,0,0,0,0,0,0,1,1964,0,0
101,3727,2022-10-30 20:28:03.606359,990.92,22247.38,641,0,0,1,0,0,0,0,0,0,1,0,1873,3,0
615,8933,2023-11-15 20:28:03.615309,286.46,27737.46,629,0,1,0,0,0,0,0,0,0,0,1,1906,0,0
762,9287,2024-03-28 20:28:03.615853,733.91,29755.83,567,0,1,0,0,0,0,1,0,0,0,0,1688,4,0
766,7068,2022-10-04 20:28:03.612430,1246.22,19911.46,632,0,0,0,1,0,0,0,0,0,1,0,1873,3,0
19,2875,2023-07-23 20:28:03.604783,1595.41,39395.92,153,0,1,0,0,0,0,0,0,0,1,0,1906,0,0
397,9836,2023-05-16 20:28:03.616705,1876.32,31503.7,483,0,0,0,0,0,1,0,0,0,1,0,1906,2,1
49,5363,2024-09-08 20:28:03.609443,1943.98,8828.95,211,0,0,0,0,0,1,0,0,0,1,0,1873,2,0
704,1096,2024-01-03 20:28:03.601623,588.06,33896.5,293,0,0,0,0,1,0,0,1,0,0,0,1873,1,0
178,4069,2024-07-18 20:28:03.606934,1567.19,14481.94,594,0,0,1,0,0,0,0,1,0,0,0,1688,1,1
527,2027,2024-01-30 20:28:03.603278,1305.75,9291.02,601,1,0,0,0,0,0,0,0,1,0,0,1906,1,0
628,9119,2023-11-30 20:28:03.615593,1626.29,37775.4,18,0,0,1,0,0,0,0,0,0,0,1,1906,3,0
93,6334,2023-08-28 20:28:03.611262,646.47,8005.08,423,0,0,0,0,1,0,0,1,0,0,0,1964,4,0
948,809,2023-12-31 20:28:03.601140,632.36,32096.71,348,0,1,0,0,0,0,0,0,1,0,0,1688,1,1
44,3651,2023-07-22 20:28:03.606230,1281.99,35423.12,137,0,0,1,0,0,0,0,0,1,0,0,1940,4,0
976,7587,2024-05-27 20:28:03.613234,376.03,31974.63,106,0,0,0,0,1,0,0,0,0,1,0,1873,2,0
673,1370,2024-02-06 20:28:03.602106,370.29,5585.61,573,0,0,0,1,0,0,0,1,0,0,0,1906,1,0
451,4635,2022-12-17 20:28:03.608178,476.77,19328.4,638,0,0,1,0,0,0,1,0,0,0,0,1873,2,0
466,1171,2023-11-12 20:28:03.601750,46.76,27676.2,218,0,0,0,0,0,1,0,1,0,0,0,1873,0,0
780,3613,2023-11-02 20:28:03.606166,1640.08,47760.08,724,0,1,0,0,0,0,1,0,0,0,0,1906,0,0
222,4341,2023-08-27 20:28:03.607657,1861.93,27958.1,586,0,0,0,1,0,0,0,0,1,0,0,1873,2,1
945,5941,2022-11-09 20:28:03.610638,1097.97,42622.38,656,1,0,0,0,0,0,0,1,0,0,0,1873,4,0
929,909,2023-12-27 20:28:03.601308,1561.63,49080.14,676,1,0,0,0,0,0,0,0,1,0,0,1873,4,0
78,9749,2024-03-10 20:28:03.616572,1600.26,11939.94,602,0,0,0,0,0,1,0,0,1,0,0,1906,1,1
589,6110,2022-11-07 20:28:03.610906,1977.22,23565.78,332,0,0,0,1,0,0,0,0,0,1,0,1906,2,0
660,8777,2024-09-18 20:28:03.615070,1571.36,35923.19,104,0,0,0,1,0,0,0,1,0,0,0,1940,1,0
578,1091,2023-05-11 20:28:03.601615,1008.74,9757.6,589,0,0,0,1,0,0,0,0,0,1,0,1873,3,0
543,1316,2024-06-25 20:28:03.602013,1617.42,31497.0,658,0,0,0,0,1,0,0,1,0,0,0,1940,1,0
463,7551,2023-09-20 20:28:03.613179,181.32,27977.32,23,0,0,1,0,0,0,0,0,0,1,0,1964,0,0
810,6858,2022-11-30 20:28:03.612109,1942.88,3468.62,21,0,0,0,0,0,1,1,0,0,0,0,1964,4,0
242,2501,2023-07-09 20:28:03.604152,1797.98,11324.18,406,0,0,1,0,0,0,0,0,1,0,0,1940,2,1
552,7376,2023-02-23 20:28:03.612900,320.15,42047.13,324,1,0,0,0,0,0,0,1,0,0,0,1906,0,0
921,9028,2023-08-30 20:28:03.615453,1930.62,30692.8,187,1,0,0,0,0,0,0,0,0,1,0,1906,1,0
927,3514,2024-08-30 20:28:03.605999,1454.43,36157.14,217,0,1,0,0,0,0,0,0,0,0,1,1964,0,0
655,1969,2024-02-04 20:28:03.603146,1335.62,34299.07,135,0,0,1,0,0,0,1,0,0,0,0,1940,4,0
546,9153,2024-05-16 20:28:03.615644,423.17,24207.28,153,1,0,0,0,0,0,0,0,1,0,0,1906,0,1
236,1076,2024-01-18 20:28:03.601589,1040.13,24287.7,149,0,0,0,0,0,1,0,0,0,0,1,1964,1,0
981,9882,2023-03-07 20:28:03.616777,1880.95,384.55,397,0,0,0,1,0,0,0,0,0,0,1,1940,3,1
280,477,2024-03-12 20:28:03.600484,1713.39,49584.03,711,0,0,0,0,1,0,0,1,0,0,0,1906,0,0
739,4338,2024-02-02 20:28:03.607652,1212.76,12044.63,611,0,0,1,0,0,0,1,0,0,0,0,1906,0,0
391,1469,2023-02-08 20:28:03.602274,1996.14,16612.41,355,0,0,1,0,0,0,0,0,0,1,0,1873,3,0
391,1986,2022-10-11 20:28:03.603175,1042.16,14110.21,697,1,0,0,0,0,0,0,1,0,0,0,1940,4,0
656,3183,2024-05-20 20:28:03.605416,1095.37,21456.88,201,0,0,0,0,1,0,0,1,0,0,0,1940,1,0
290,5642,2024-02-10 20:28:03.609918,1050.32,20368.02,244,1,0,0,0,0,0,0,0,0,1,0,1906,1,0
3,9103,2024-01-02 20:28:03.615568,136.1,41126.24,391,0,0,0,0,0,1,0,1,0,0,0,1964,3,0
832,2405,2024-08-17 20:28:03.603992,965.0,34165.94,491,0,0,0,0,0,1,1,0,0,0,0,1906,0,0
165,2738,2024-03-09 20:28:03.604553,1749.82,33415.58,66,1,0,0,0,0,0,0,0,1,0,0,1940,0,0
630,3661,2023-09-29 20:28:03.606247,1279.28,20092.38,203,0,0,0,0,1,0,0,1,0,0,0,1940,1,0
146,1268,2024-04-24 20:28:03.601913,787.03,46310.15,578,0,1,0,0,0,0,0,0,0,1,0,1688,2,1
980,2730,2022-10-13 20:28:03.604540,1176.65,26624.28,466,0,0,1,0,0,0,0,0,1,0,0,1873,2,1
645,1346,2024-05-11 20:28:03.602065,501.12,34222.56,707,0,1,0,0,0,0,1,0,0,0,0,1964,4,0
424,7988,2023-02-17 20:28:03.613846,654.35,41464.22,706,0,0,0,0,0,1,0,0,0,1,0,1964,1,0
505,4411,2024-02-04 20:28:03.607776,832.82,32826.96,720,0,0,1,0,0,0,0,0,0,1,0,1964,0,1
713,4305,2024-07-19 20:28:03.607594,162.88,16465.8,74,1,0,0,0,0,0,0,1,0,0,0,1873,0,0
648,857,2023-07-02 20:28:03.601220,1067.4,33197.21,625,1,0,0,0,0,0,0,1,0,0,0,1964,2,0
659,2392,2022-12-03 20:28:03.603970,1879.97,28449.75,152,0,0,0,1,0,0,0,0,0,0,1,1964,1,0
576,4366,2023-11-22 20:28:03.607700,773.26,49924.82,109,0,0,0,0,1,0,0,0,0,1,0,1688,4,1
948,7836,2024-03-27 20:28:03.613614,1171.8,34371.82,658,0,0,0,0,0,1,0,0,1,0,0,1873,0,1
673,387,2023-01-15 20:28:03.600308,226.45,14367.87,185,1,0,0,0,0,0,0,0,0,0,1,1964,1,0
805,3071,2022-11-02 20:28:03.605227,1694.84,2070.14,336,0,0,0,0,1,0,0,0,0,0,1,1964,3,0
445,2606,2023-06-02 20:28:03.604331,1335.97,1407.64,592,0,0,0,0,1,0,0,0,0,1,0,1964,4,0
215,1660,2022-11-08 20:28:03.602607,928.95,12269.6,189,0,1,0,0,0,0,0,0,1,0,0,1873,1,1
118,1500,2023-07-24 20:28:03.602327,1292.53,10616.08,522,1,0,0,0,0,0,0,1,0,0,0,1688,3,1
69,9465,2024-05-01 20:28:03.616138,99.51,16735.22,253,0,0,0,0,1,0,0,0,1,0,0,1688,2,1
881,4679,2023-03-11 20:28:03.608258,848.99,18507.5,294,0,0,1,0,0,0,0,0,1,0,0,1940,3,1
711,7926,2023-08-19 20:28:03.613751,789.3,20945.7,172,0,0,0,1,0,0,0,0,0,1,0,1688,4,0
117,609,2024-09-27 20:28:03.600738,1503.21,33837.41,279,0,0,1,0,0,0,0,1,0,0,0,1873,1,0
994,2781,2023-06-07 20:28:03.604625,913.8,4008.87,305,0,0,1,0,0,0,1,0,0,0,0,1964,0,0
835,708,2023-02-04 20:28:03.600933,690.41,37735.45,630,0,1,0,0,0,0,0,0,1,0,0,1940,2,0
316,965,2024-03-04 20:28:03.601402,1994.15,5523.65,184,0,0,1,0,0,0,0,0,0,0,1,1873,1,1
695,9590,2024-03-12 20:28:03.616330,1348.14,611.75,420,1,0,0,0,0,0,0,0,1,0,0,1906,3,1
931,3872,2023-06-24 20:28:03.606601,1680.98,41046.75,440,0,0,0,0,0,1,1,0,0,0,0,1940,1,0
666,4835,2023-06-05 20:28:03.608522,530.09,18878.43,468,0,0,0,0,0,1,0,0,0,1,0,1873,3,0
269,8638,2024-04-18 20:28:03.614848,477.93,15543.13,578,0,0,0,0,0,1,0,0,0,1,0,1964,0,0
758,7116,2024-08-26 20:28:03.612502,756.9,13225.25,405,0,0,1,0,0,0,0,0,1,0,0,1940,0,0
253,721,2023-11-02 20:28:03.600983,1941.3,2508.94,78,0,0,0,0,0,1,1,0,0,0,0,1873,1,0
558,8078,2023-04-16 20:28:03.613991,1160.82,2233.76,130,0,0,1,0,0,0,0,1,0,0,0,1906,4,1
656,944,2024-01-22 20:28:03.601367,1730.83,9312.51,229,1,0,0,0,0,0,0,0,1,0,0,1873,0,0
261,8888,2024-01-20 20:28:03.615240,559.07,22538.93,469,0,0,0,0,1,0,1,0,0,0,0,1688,4,0
485,3381,2023-11-30 20:28:03.605750,1318.23,32874.33,714,0,0,0,1,0,0,1,0,0,0,0,1964,4,0
514,1765,2022-12-22 20:28:03.602783,994.26,45882.66,277,0,0,1,0,0,0,1,0,0,0,0,1940,0,1
265,7163,2024-03-02 20:28:03.612574,426.85,46893.36,518,0,0,0,0,1,0,1,0,0,0,0,1688,0,1
301,4525,2024-08-06 20:28:03.607990,1638.14,13816.35,573,0,0,1,0,0,0,0,0,0,0,1,1873,4,1
573,3981,2022-12-20 20:28:03.606786,427.04,33564.03,455,0,0,0,1,0,0,0,1,0,0,0,1873,0,0
938,5718,2024-04-04 20:28:03.610198,299.37,18077.02,70,0,0,0,1,0,0,0,1,0,0,0,1964,1,0
654,7282,2023-02-01 20:28:03.612756,789.66,11596.69,247,0,0,0,0,1,0,1,0,0,0,0,1688,4,1
54,7723,2024-08-30 20:28:03.613441,38.63,43505.86,695,0,0,0,0,1,0,1,0,0,0,0,1940,1,0
314,6487,2022-11-28 20:28:03.611518,1653.76,44833.88,313,0,0,0,1,0,0,0,0,1,0,0,1688,1,1
90,5341,2024-06-26 20:28:03.609404,979.35,31820.78,107,0,0,0,0,1,0,0,0,0,0,1,1688,4,1
906,3904,2024-01-22 20:28:03.606655,1671.89,24518.54,333,1,0,0,0,0,0,0,0,0,1,0,1964,1,0
777,2916,2024-06-30 20:28:03.604857,1692.55,33137.38,253,0,0,1,0,0,0,0,1,0,0,0,1964,4,1
604,4864,2023-01-18 20:28:03.608571,256.5,16624.13,162,0,0,0,1,0,0,0,0,1,0,0,1688,3,1
157,5313,2024-01-30 20:28:03.609356,1952.63,13208.51,695,0,0,0,0,1,0,1,0,0,0,0,1688,0,1
768,5161,2023-05-06 20:28:03.609095,1675.92,34635.76,97,0,0,0,1,0,0,0,0,0,1,0,1906,4,0
320,2467,2023-09-21 20:28:03.604095,45.9,23890.87,94,0,0,0,1,0,0,0,0,0,0,1,1873,4,0
679,8177,2023-06-22 20:28:03.614142,662.15,14049.2,68,0,0,0,0,1,0,0,0,0,0,1,1964,0,0
345,3634,2023-02-19 20:28:03.606202,997.83,21630.67,506,1,0,0,0,0,0,0,1,0,0,0,1688,4,1
505,57,2022-12-29 20:28:03.599587,494.41,20016.73,213,0,0,0,0,0,1,0,0,0,0,1,1873,2,1
912,6997,2024-08-13 20:28:03.612322,1193.9,6592.59,448,0,0,0,1,0,0,0,1,0,0,0,1873,1,0
56,9267,2023-08-07 20:28:03.615822,1959.96,46208.28,501,0,0,0,0,1,0,0,1,0,0,0,1688,2,1
194,4949,2022-11-08 20:28:03.608716,104.72,31750.62,6,0,1,0,0,0,0,0,0,0,1,0,1873,4,0
495,7687,2024-04-12 20:28:03.613386,517.52,39561.55,355,0,0,0,0,0,1,1,0,0,0,0,1688,3,1
375,8960,2023-06-09 20:28:03.615350,1040.49,24397.09,437,0,0,0,0,0,1,1,0,0,0,0,1873,1,0
593,3978,2024-06-27 20:28:03.606781,1648.51,35126.0,645,0,0,0,0,1,0,1,0,0,0,0,1940,1,0
208,2412,2023-03-16 20:28:03.604004,229.33,36679.16,125,0,1,0,0,0,0,1,0,0,0,0,1964,1,0
343,2940,2023-05-31 20:28:03.604898,1015.61,48448.2,221,0,0,0,0,1,0,0,0,1,0,0,1873,4,0
230,5965,2023-02-23 20:28:03.610678,157.63,1321.99,697,0,0,0,1,0,0,0,0,0,1,0,1964,3,0
464,9080,2022-11-23 20:28:03.615533,275.78,29901.11,222,0,0,0,0,1,0,0,0,0,1,0,1906,0,0
836,1350,2023-08-23 20:28:03.602072,219.56,46851.47,684,0,0,1,0,0,0,0,1,0,0,0,1688,1,1
72,7475,2024-07-27 20:28:03.613063,1468.79,42667.73,235,0,0,0,0,1,0,0,1,0,0,0,1688,0,1
815,1767,2023-11-07 20:28:03.602787,1967.95,9698.31,377,0,0,0,0,1,0,0,0,1,0,0,1964,3,0
980,3597,2022-12-25 20:28:03.606140,1734.03,39488.85,600,0,0,0,0,1,0,0,0,0,0,1,1688,2,0
477,524,2022-10-30 20:28:03.600575,1888.8,387.71,516,0,0,0,0,0,1,0,0,1,0,0,1964,4,1
917,8022,2023-07-24 20:28:03.613898,909.68,46452.15,213,0,0,0,1,0,0,0,0,1,0,0,1873,3,0
62,4359,2024-03-05 20:28:03.607688,639.5,14620.57,700,0,0,0,0,1,0,0,0,0,0,1,1906,3,0
378,5761,2024-01-13 20:28:03.610272,280.67,24548.7,699,1,0,0,0,0,0,0,0,1,0,0,1873,2,0
78,3825,2024-07-27 20:28:03.606522,562.13,43071.82,579,0,0,1,0,0,0,0,0,0,1,0,1940,0,1
342,3896,2024-05-02 20:28:03.606641,1345.79,8530.0,534,1,0,0,0,0,0,0,0,0,0,1,1873,0,0
95,3286,2023-07-12 20:28:03.605590,1581.84,28195.3,109,0,0,0,1,0,0,0,0,0,0,1,1964,3,0
644,6055,2023-06-29 20:28:03.610823,1215.23,27611.72,319,0,0,0,1,0,0,0,1,0,0,0,1688,3,0
494,4505,2022-10-21 20:28:03.607938,1061.27,14424.42,78,0,0,0,0,0,1,0,0,0,1,0,1964,0,0
2,91,2024-04-18 20:28:03.599651,1391.52,10827.36,172,0,0,0,1,0,0,1,0,0,0,0,1688,1,1
252,7252,2023-10-25 20:28:03.612710,1572.6,15002.54,334,0,1,0,0,0,0,0,0,1,0,0,1940,4,1
25,6376,2024-02-04 20:28:03.611327,448.74,44320.43,22,0,0,0,1,0,0,1,0,0,0,0,1906,4,0
477,4358,2024-09-06 20:28:03.607686,1528.49,18908.28,539,0,0,0,0,0,1,1,0,0,0,0,1964,0,0
754,6762,2024-06-11 20:28:03.611963,998.36,40811.35,297,0,1,0,0,0,0,0,1,0,0,0,1964,2,0
